product_id,product_month,ciiquantity_month
101,2015-12-01,40.7861030579
102,2015-12-01,157.05899353
103,2015-12-01,38.2298660278
104,2015-12-01,44.5672431946
105,2015-12-01,190.251660156
106,2015-12-01,105.858491516
107,2015-12-01,444.438653564
108,2015-12-01,101.222531128
109,2015-12-01,68.6584136963
110,2015-12-01,54.9802253723
111,2015-12-01,78.1021347046
112,2015-12-01,102.733247375
113,2015-12-01,190.887387085
114,2015-12-01,180.843966675
115,2015-12-01,114.04332428
116,2015-12-01,38.8865356445
117,2015-12-01,134.479763794
118,2015-12-01,120.292085266
119,2015-12-01,98.5074569702
120,2015-12-01,135.873764038
121,2015-12-01,50.4528015137
122,2015-12-01,105.920596314
123,2015-12-01,34.2796302796
124,2015-12-01,88.1118942261
125,2015-12-01,82.9830856324
126,2015-12-01,112.170431518
127,2015-12-01,98.9384613036
128,2015-12-01,333.890515137
129,2015-12-01,117.965740967
130,2015-12-01,123.858132935
131,2015-12-01,162.631970215
132,2015-12-01,142.988473511
133,2015-12-01,54.9796035766
134,2015-12-01,24.974980545
135,2015-12-01,44.9146629333
136,2015-12-01,155.085513306
137,2015-12-01,183.705169678
138,2015-12-01,33.2390098572
139,2015-12-01,82.794998169
140,2015-12-01,64.1255493164
141,2015-12-01,59.4643280029
142,2015-12-01,101.716638184
143,2015-12-01,53.3849349976
144,2015-12-01,163.834033203
145,2015-12-01,33.3989532471
146,2015-12-01,148.131256103
147,2015-12-01,195.339465332
148,2015-12-01,78.2491912842
149,2015-12-01,30.9765945435
150,2015-12-01,91.0683410645
151,2015-12-01,24.2764087677
152,2015-12-01,61.701360321
153,2015-12-01,97.7798934936
154,2015-12-01,129.5510849
155,2015-12-01,26.7755874634
156,2015-12-01,75.0723815918
157,2015-12-01,84.7679748535
158,2015-12-01,76.4808349609
159,2015-12-01,116.514118957
160,2015-12-01,127.537039185
161,2015-12-01,102.638038635
162,2015-12-01,151.312939453
163,2015-12-01,70.0047775269
164,2015-12-01,348.212469482
165,2015-12-01,177.065911865
166,2015-12-01,62.7162811279
167,2015-12-01,253.393106079
168,2015-12-01,345.199090576
169,2015-12-01,395.180688477
170,2015-12-01,43.221408844
171,2015-12-01,58.2701416016
172,2015-12-01,31.94765625
173,2015-12-01,64.594960022
174,2015-12-01,170.467810059
175,2015-12-01,41.9064918518
176,2015-12-01,161.532089233
177,2015-12-01,54.7862800598
178,2015-12-01,91.8627334595
179,2015-12-01,163.969891358
180,2015-12-01,155.93505249
181,2015-12-01,120.365341187
182,2015-12-01,32.3783012391
183,2015-12-01,32.3848602295
184,2015-12-01,26.071723938
185,2015-12-01,49.3049385071
186,2015-12-01,27.7920806885
187,2015-12-01,38.154598999
188,2015-12-01,68.7833450317
189,2015-12-01,113.23061676
190,2015-12-01,50.4145210266
191,2015-12-01,73.8255508423
192,2015-12-01,50.4470138549
193,2015-12-01,21.7624053955
194,2015-12-01,36.4247154236
195,2015-12-01,70.2740097046
196,2015-12-01,120.005082703
197,2015-12-01,172.018191528
198,2015-12-01,231.956539917
199,2015-12-01,158.359823608
200,2015-12-01,163.817419433
201,2015-12-01,58.7618591308
202,2015-12-01,60.8601119995
203,2015-12-01,118.996784973
204,2015-12-01,78.8260559082
205,2015-12-01,95.6328582764
206,2015-12-01,93.798362732
207,2015-12-01,51.2152191162
208,2015-12-01,42.4079742431
209,2015-12-01,25.2317321778
210,2015-12-01,73.9391067505
211,2015-12-01,145.504058838
212,2015-12-01,103.015890503
213,2015-12-01,56.7620597839
214,2015-12-01,327.488592529
215,2015-12-01,111.266256714
216,2015-12-01,77.5557815551
217,2015-12-01,183.861105347
218,2015-12-01,233.493807984
219,2015-12-01,33.365221405
220,2015-12-01,93.1304595948
221,2015-12-01,306.267834473
222,2015-12-01,151.190689087
223,2015-12-01,116.660447693
224,2015-12-01,66.2568450927
225,2015-12-01,82.6485702514
226,2015-12-01,40.9270660401
227,2015-12-01,26.1859073639
228,2015-12-01,55.5477890015
229,2015-12-01,108.321829224
230,2015-12-01,82.9367324829
231,2015-12-01,94.018270874
232,2015-12-01,89.5030578613
233,2015-12-01,140.862622071
234,2015-12-01,162.351028442
235,2015-12-01,59.5580726623
236,2015-12-01,58.053025055
237,2015-12-01,98.0162658691
238,2015-12-01,45.3439735413
239,2015-12-01,205.647088623
240,2015-12-01,92.1795440674
241,2015-12-01,84.197265625
242,2015-12-01,86.3753738403
243,2015-12-01,180.580374146
244,2015-12-01,48.3926498413
245,2015-12-01,91.8992752075
246,2015-12-01,30.360226059
247,2015-12-01,58.1612541199
248,2015-12-01,111.06436615
249,2015-12-01,104.983016968
250,2015-12-01,90.2788253784
251,2015-12-01,108.027598572
252,2015-12-01,52.8211967468
253,2015-12-01,250.06512146
254,2015-12-01,224.760903931
255,2015-12-01,75.4890426636
256,2015-12-01,7.16361160278
257,2015-12-01,40.5044029236
258,2015-12-01,221.160372925
259,2015-12-01,26.4447044373
260,2015-12-01,73.4285064697
261,2015-12-01,51.8373970032
262,2015-12-01,157.073345947
263,2015-12-01,60.4696655274
264,2015-12-01,239.192028809
265,2015-12-01,73.9193542481
266,2015-12-01,99.6143783569
267,2015-12-01,112.461054992
268,2015-12-01,78.4513092041
269,2015-12-01,86.5871276855
270,2015-12-01,56.3767288208
271,2015-12-01,94.7647003174
272,2015-12-01,360.032354736
273,2015-12-01,94.4564041138
274,2015-12-01,147.51192627
275,2015-12-01,126.71138916
276,2015-12-01,338.653668213
277,2015-12-01,370.750189209
278,2015-12-01,200.417715454
279,2015-12-01,93.344380188
280,2015-12-01,152.382676697
281,2015-12-01,59.1528121948
282,2015-12-01,134.386349488
283,2015-12-01,22.5137428284
284,2015-12-01,53.6672073365
285,2015-12-01,41.3877502442
286,2015-12-01,62.8161056519
287,2015-12-01,222.616113281
288,2015-12-01,131.387716675
289,2015-12-01,44.9426086426
290,2015-12-01,36.0061126709
291,2015-12-01,80.7849792481
292,2015-12-01,40.005480957
293,2015-12-01,107.911297608
294,2015-12-01,128.434063721
295,2015-12-01,40.3851112366
296,2015-12-01,76.6958190918
297,2015-12-01,47.091506958
298,2015-12-01,40.7997322082
299,2015-12-01,155.031729126
300,2015-12-01,112.026341248
301,2015-12-01,60.5067001343
302,2015-12-01,162.168771362
303,2015-12-01,326.362908936
304,2015-12-01,124.723881531
305,2015-12-01,192.74586792
306,2015-12-01,83.80368042
307,2015-12-01,70.799873352
308,2015-12-01,89.9635101318
309,2015-12-01,121.719345092
310,2015-12-01,142.634857178
311,2015-12-01,40.3253410339
312,2015-12-01,77.3035964966
313,2015-12-01,103.925973511
314,2015-12-01,29.7054206848
315,2015-12-01,476.05536499
316,2015-12-01,158.406011963
317,2015-12-01,86.3651031494
318,2015-12-01,427.637695312
319,2015-12-01,57.20262146
320,2015-12-01,81.8790008545
321,2015-12-01,94.3760284424
322,2015-12-01,57.5519538879
323,2015-12-01,135.915029907
324,2015-12-01,428.809649658
325,2015-12-01,122.530857849
326,2015-12-01,662.213061523
327,2015-12-01,128.010354614
328,2015-12-01,34.4672401428
329,2015-12-01,105.470124817
330,2015-12-01,74.0288589477
331,2015-12-01,39.2188835144
332,2015-12-01,53.3471328736
333,2015-12-01,139.323742676
334,2015-12-01,111.318536377
335,2015-12-01,95.6053955078
336,2015-12-01,93.7291687012
337,2015-12-01,112.396530151
338,2015-12-01,26.580368042
339,2015-12-01,28.0973884582
340,2015-12-01,96.2220321655
341,2015-12-01,42.6500305176
342,2015-12-01,68.3465286255
343,2015-12-01,348.497344971
344,2015-12-01,60.6649589539
345,2015-12-01,250.853173828
346,2015-12-01,81.0347122192
347,2015-12-01,31.9262832642
348,2015-12-01,118.539903259
349,2015-12-01,75.3662216186
350,2015-12-01,58.4194709778
351,2015-12-01,327.228942871
352,2015-12-01,37.3405609131
353,2015-12-01,97.5755645752
354,2015-12-01,93.4314163208
355,2015-12-01,46.2566764832
356,2015-12-01,30.8745048523
357,2015-12-01,1754.78220215
358,2015-12-01,64.2250968933
359,2015-12-01,25.0225769043
360,2015-12-01,170.743862915
361,2015-12-01,437.434008789
362,2015-12-01,75.290296936
363,2015-12-01,25.6643741607
364,2015-12-01,132.606170654
365,2015-12-01,167.349884033
366,2015-12-01,40.0775413513
367,2015-12-01,126.425964355
368,2015-12-01,38.0902748108
369,2015-12-01,176.753540039
370,2015-12-01,154.025881958
371,2015-12-01,41.1755577087
372,2015-12-01,78.7653793335
373,2015-12-01,117.562059021
374,2015-12-01,188.476348877
375,2015-12-01,27.7130214691
376,2015-12-01,553.414196777
377,2015-12-01,24.7325622559
378,2015-12-01,50.085081482
379,2015-12-01,52.6703483582
380,2015-12-01,64.1611228943
381,2015-12-01,232.026928711
382,2015-12-01,56.5872673035
383,2015-12-01,58.5452537537
384,2015-12-01,161.004928589
385,2015-12-01,53.7255905151
386,2015-12-01,182.023248291
387,2015-12-01,453.730712891
388,2015-12-01,138.977609253
389,2015-12-01,50.0721511841
390,2015-12-01,90.707333374
391,2015-12-01,234.452572632
392,2015-12-01,63.6951065063
393,2015-12-01,127.136080933
394,2015-12-01,188.623626709
395,2015-12-01,162.753497314
396,2015-12-01,125.178097535
397,2015-12-01,255.838565063
398,2015-12-01,294.7793396
399,2015-12-01,96.5591522215
400,2015-12-01,87.7488143921
401,2015-12-01,60.2052780151
402,2015-12-01,326.601721191
403,2015-12-01,101.88300476
404,2015-12-01,318.391064453
405,2015-12-01,207.505783081
406,2015-12-01,203.080032348
407,2015-12-01,48.4684112548
408,2015-12-01,77.8220306396
409,2015-12-01,95.1955001831
410,2015-12-01,69.6393203736
411,2015-12-01,96.0153747562
412,2015-12-01,358.727838135
413,2015-12-01,48.7738220215
414,2015-12-01,50.336807251
415,2015-12-01,41.701876831
416,2015-12-01,236.615457153
417,2015-12-01,58.5940864563
418,2015-12-01,50.2068008423
419,2015-12-01,106.438339234
420,2015-12-01,102.812527465
421,2015-12-01,54.7296440125
422,2015-12-01,301.974047852
423,2015-12-01,158.805706787
424,2015-12-01,425.946514893
425,2015-12-01,73.5436187744
426,2015-12-01,154.664355469
427,2015-12-01,29.7635444641
428,2015-12-01,18.3809921265
429,2015-12-01,848.738549804
430,2015-12-01,62.0060409546
431,2015-12-01,294.376885987
432,2015-12-01,236.593835449
433,2015-12-01,83.3054641724
434,2015-12-01,71.1512145996
435,2015-12-01,52.2990623474
436,2015-12-01,62.1764228821
437,2015-12-01,92.6591140747
438,2015-12-01,155.364257813
439,2015-12-01,81.3987380982
440,2015-12-01,92.1146255493
441,2015-12-01,42.6585586548
442,2015-12-01,64.6350715637
443,2015-12-01,25.5344718933
444,2015-12-01,133.955252075
445,2015-12-01,151.717410278
446,2015-12-01,146.527423096
447,2015-12-01,440.674261475
448,2015-12-01,41.9187416077
449,2015-12-01,58.2701416016
450,2015-12-01,34.9721099854
451,2015-12-01,326.017974854
452,2015-12-01,262.308966065
453,2015-12-01,192.808694458
454,2015-12-01,360.872680664
455,2015-12-01,43.4166854859
456,2015-12-01,89.4866638183
457,2015-12-01,82.8511535644
458,2015-12-01,175.855511475
459,2015-12-01,56.7689048767
460,2015-12-01,131.78487854
461,2015-12-01,153.073281861
462,2015-12-01,45.402747345
463,2015-12-01,137.73052063
464,2015-12-01,241.008544922
465,2015-12-01,55.0000167847
466,2015-12-01,83.3541259766
467,2015-12-01,144.403961181
468,2015-12-01,76.0020767212
469,2015-12-01,1597.81660157
470,2015-12-01,710.943554688
471,2015-12-01,92.3959609986
472,2015-12-01,24.8312828064
473,2015-12-01,238.623065185
474,2015-12-01,125.345016479
475,2015-12-01,165.218231201
476,2015-12-01,218.736907959
477,2015-12-01,50.9889923096
478,2015-12-01,229.273141479
479,2015-12-01,39.2695388794
480,2015-12-01,83.8611236573
481,2015-12-01,69.4986434936
482,2015-12-01,53.4890510559
483,2015-12-01,73.9074310303
484,2015-12-01,241.13875122
485,2015-12-01,50.7152496338
486,2015-12-01,96.7027389526
487,2015-12-01,41.0143974304
488,2015-12-01,55.8909629822
489,2015-12-01,966.838244629
490,2015-12-01,99.5478317261
491,2015-12-01,95.1681671143
492,2015-12-01,29.0029979706
493,2015-12-01,113.248100281
494,2015-12-01,46.8735313415
495,2015-12-01,180.173742676
496,2015-12-01,377.585327148
497,2015-12-01,90.6984161376
498,2015-12-01,63.4656387329
499,2015-12-01,66.5278610229
500,2015-12-01,49.90025177
501,2015-12-01,185.580142212
502,2015-12-01,46.5721130371
503,2015-12-01,522.378613281
504,2015-12-01,38.4723640442
505,2015-12-01,61.4000640869
506,2015-12-01,66.4269958496
507,2015-12-01,212.017373657
508,2015-12-01,43.7888442993
509,2015-12-01,945.584448242
510,2015-12-01,56.2120056153
511,2015-12-01,154.5481781
512,2015-12-01,230.82911377
513,2015-12-01,111.397644043
514,2015-12-01,19.0722391129
515,2015-12-01,68.0883026123
516,2015-12-01,56.6481414794
517,2015-12-01,155.948556518
518,2015-12-01,598.513989258
519,2015-12-01,132.813415527
520,2015-12-01,216.934655762
521,2015-12-01,46.8466133118
522,2015-12-01,61.2898101807
523,2015-12-01,119.947372436
524,2015-12-01,109.954278565
525,2015-12-01,218.112005615
526,2015-12-01,64.1561691284
527,2015-12-01,692.543566894
528,2015-12-01,140.476705933
529,2015-12-01,103.576602173
530,2015-12-01,174.25368042
531,2015-12-01,100.590641785
532,2015-12-01,29.154838562
533,2015-12-01,113.389430237
534,2015-12-01,6.03970768452
535,2015-12-01,216.066152954
536,2015-12-01,47.5659416199
537,2015-12-01,188.112417603
538,2015-12-01,131.431274414
539,2015-12-01,53.4058364868
540,2015-12-01,172.552133178
541,2015-12-01,208.395315551
542,2015-12-01,134.41098938
543,2015-12-01,63.0780426026
544,2015-12-01,108.67666626
545,2015-12-01,137.647576904
546,2015-12-01,60.5909858704
547,2015-12-01,183.952230835
548,2015-12-01,37.0564155579
549,2015-12-01,93.8181915283
550,2015-12-01,96.2097976685
551,2015-12-01,44.9842559814
552,2015-12-01,145.983886719
553,2015-12-01,131.037161255
554,2015-12-01,155.473968506
555,2015-12-01,98.3886779785
556,2015-12-01,104.552906799
557,2015-12-01,100.25252533
558,2015-12-01,83.492288971
559,2015-12-01,51.7756500244
560,2015-12-01,91.46484375
561,2015-12-01,715.704016114
562,2015-12-01,97.6568756103
563,2015-12-01,42.4596435547
564,2015-12-01,52.1225273132
565,2015-12-01,40.0136871338
566,2015-12-01,77.9024291992
567,2015-12-01,78.9233901978
568,2015-12-01,220.291711426
569,2015-12-01,98.7903121949
570,2015-12-01,71.6618774414
571,2015-12-01,34.7246612549
572,2015-12-01,90.948425293
573,2015-12-01,100.313459778
574,2015-12-01,68.6868408203
575,2015-12-01,445.128143311
576,2015-12-01,40.6893890381
577,2015-12-01,137.508520508
578,2015-12-01,28.8189048767
579,2015-12-01,-12.4272094727
580,2015-12-01,126.290545654
581,2015-12-01,107.92706604
582,2015-12-01,138.552615357
583,2015-12-01,233.446817016
584,2015-12-01,160.084707642
585,2015-12-01,65.8975250244
586,2015-12-01,100.959147644
587,2015-12-01,203.497363282
588,2015-12-01,57.5483512878
589,2015-12-01,387.332470703
590,2015-12-01,38.8336860657
591,2015-12-01,86.5411087036
592,2015-12-01,51.5158843994
593,2015-12-01,69.6630218506
594,2015-12-01,22.8321559906
595,2015-12-01,509.308911133
596,2015-12-01,96.4287872314
597,2015-12-01,113.855780029
598,2015-12-01,115.126879883
599,2015-12-01,210.686032105
600,2015-12-01,172.88694458
601,2015-12-01,30.819222641
602,2015-12-01,37.4105609893
603,2015-12-01,45.1903327942
604,2015-12-01,153.687857056
605,2015-12-01,63.8048057556
606,2015-12-01,190.604598999
607,2015-12-01,881.378186035
608,2015-12-01,75.0495529175
609,2015-12-01,176.498739624
610,2015-12-01,51.6177665711
611,2015-12-01,60.3998329163
612,2015-12-01,195.318856811
613,2015-12-01,78.9110916138
614,2015-12-01,410.506604004
615,2015-12-01,402.881738281
616,2015-12-01,52.5506416321
617,2015-12-01,77.1276412964
618,2015-12-01,52.3315559388
619,2015-12-01,206.325213623
620,2015-12-01,160.92628479
621,2015-12-01,171.170343018
622,2015-12-01,39.7321876526
623,2015-12-01,65.0974624634
624,2015-12-01,1759.79863281
625,2015-12-01,125.444247437
626,2015-12-01,15.25322752
627,2015-12-01,34.5670608521
628,2015-12-01,177.072149658
629,2015-12-01,34.0596199036
630,2015-12-01,60.7470779419
631,2015-12-01,94.7277526856
632,2015-12-01,63.5484291077
633,2015-12-01,57.3312049866
634,2015-12-01,40.0596107483
635,2015-12-01,63.0058769226
636,2015-12-01,88.3054000854
637,2015-12-01,51.5813049317
638,2015-12-01,95.5734420776
639,2015-12-01,52.4993721008
640,2015-12-01,77.4739059448
641,2015-12-01,52.9441810608
642,2015-12-01,107.334991455
643,2015-12-01,343.817327881
644,2015-12-01,264.718603516
645,2015-12-01,169.581643677
646,2015-12-01,19.881842041
647,2015-12-01,449.444818115
648,2015-12-01,317.772894287
649,2015-12-01,412.323626709
650,2015-12-01,66.2470916748
651,2015-12-01,140.065777588
652,2015-12-01,53.4492965699
653,2015-12-01,162.459179687
654,2015-12-01,43.5831176758
655,2015-12-01,104.437471008
656,2015-12-01,356.52901001
657,2015-12-01,47.6937675476
658,2015-12-01,109.144911194
659,2015-12-01,84.3799133301
660,2015-12-01,157.667547608
661,2015-12-01,480.684484863
662,2015-12-01,32.7574893951
663,2015-12-01,98.3383651732
664,2015-12-01,185.915231324
665,2015-12-01,99.2802932739
666,2015-12-01,179.933508301
667,2015-12-01,38.1278213501
668,2015-12-01,68.5541442871
669,2015-12-01,108.993399048
670,2015-12-01,96.1960845947
671,2015-12-01,60.4467597962
672,2015-12-01,118.93878479
673,2015-12-01,147.507174683
674,2015-12-01,87.3792541504
675,2015-12-01,83.6354858398
676,2015-12-01,87.6529449463
677,2015-12-01,95.8415512085
678,2015-12-01,63.0378303528
679,2015-12-01,64.9670356751
680,2015-12-01,39.834508133
681,2015-12-01,31.1021354676
682,2015-12-01,142.20213623
683,2015-12-01,79.0070373535
684,2015-12-01,38.4948432923
685,2015-12-01,79.1190063477
686,2015-12-01,45.9955062866
687,2015-12-01,57.9387420654
688,2015-12-01,35.5233715057
689,2015-12-01,67.6875320435
690,2015-12-01,167.717388916
691,2015-12-01,35.6899734497
692,2015-12-01,64.206716156
693,2015-12-01,41.2605339051
694,2015-12-01,64.7185516357
695,2015-12-01,109.11544342
696,2015-12-01,72.8553359985
697,2015-12-01,47.6715484619
698,2015-12-01,36.6224891663
699,2015-12-01,82.4981872559
700,2015-12-01,143.10619812
701,2015-12-01,91.8738922119
702,2015-12-01,159.364993286
703,2015-12-01,447.547393799
704,2015-12-01,431.656542968
705,2015-12-01,235.802172851
706,2015-12-01,137.800738525
707,2015-12-01,38.1716888427
708,2015-12-01,25.1824363709
709,2015-12-01,89.090020752
710,2015-12-01,100.580200195
711,2015-12-01,117.155331421
712,2015-12-01,345.568078613
713,2015-12-01,75.2486450196
714,2015-12-01,66.0198745727
715,2015-12-01,152.572225952
716,2015-12-01,48.4866233826
717,2015-12-01,32.8182132721
718,2015-12-01,52.8408706665
719,2015-12-01,27.9212547302
720,2015-12-01,61.5167129517
721,2015-12-01,459.055371094
722,2015-12-01,84.2020797729
723,2015-12-01,140.640948486
724,2015-12-01,22.9773094177
725,2015-12-01,102.480827331
726,2015-12-01,57.794418335
727,2015-12-01,90.3352157593
728,2015-12-01,387.303460694
729,2015-12-01,19.7734924316
730,2015-12-01,68.7806236267
731,2015-12-01,6.41741056442
732,2015-12-01,51.8301673889
733,2015-12-01,48.9056304932
734,2015-12-01,52.277973175
735,2015-12-01,35.5345336914
736,2015-12-01,117.353387451
737,2015-12-01,164.568615722
738,2015-12-01,49.5421318054
739,2015-12-01,81.1161956787
740,2015-12-01,55.0226524353
741,2015-12-01,306.60065918
742,2015-12-01,84.9315078735
743,2015-12-01,89.9355682373
744,2015-12-01,97.0173828125
745,2015-12-01,182.201559448
746,2015-12-01,181.326019287
747,2015-12-01,97.9141128539
748,2015-12-01,65.3289505005
749,2015-12-01,75.6953979492
750,2015-12-01,40.8296936035
751,2015-12-01,105.098976136
752,2015-12-01,63.7010742187
753,2015-12-01,62.0185317993
754,2015-12-01,379.658465576
755,2015-12-01,170.615289307
756,2015-12-01,39.989667511
757,2015-12-01,31.7796897888
758,2015-12-01,422.674334717
759,2015-12-01,29.1145847321
760,2015-12-01,66.1179519653
761,2015-12-01,80.0009368897
762,2015-12-01,92.7603363037
763,2015-12-01,-16.3510602951
764,2015-12-01,27.401897049
765,2015-12-01,215.125494384
766,2015-12-01,196.511865234
767,2015-12-01,202.599151611
768,2015-12-01,15.3176408768
769,2015-12-01,77.1603607178
770,2015-12-01,53.3794754029
771,2015-12-01,45.7360801697
772,2015-12-01,48.6834640503
773,2015-12-01,74.5412307739
774,2015-12-01,62.703466034
775,2015-12-01,284.837994384
776,2015-12-01,57.9685150146
777,2015-12-01,411.171667481
778,2015-12-01,34.9768203736
779,2015-12-01,67.5279907226
780,2015-12-01,29.7871765137
781,2015-12-01,98.5092147828
782,2015-12-01,36.8432098389
783,2015-12-01,77.8296340942
784,2015-12-01,85.8068817139
785,2015-12-01,50.8798782349
786,2015-12-01,31.9916976929
787,2015-12-01,34.2713005066
788,2015-12-01,39.3831260681
789,2015-12-01,134.305348206
790,2015-12-01,2144.21303711
791,2015-12-01,120.196907043
792,2015-12-01,47.7218650818
793,2015-12-01,175.327505493
794,2015-12-01,37.0956245422
795,2015-12-01,81.4477149964
796,2015-12-01,153.857189942
797,2015-12-01,310.968377685
798,2015-12-01,51.1996231079
799,2015-12-01,141.32598877
800,2015-12-01,29.4023658752
801,2015-12-01,101.775080872
802,2015-12-01,98.7894607544
803,2015-12-01,18.9063575745
804,2015-12-01,29.72631073
805,2015-12-01,97.9858688354
806,2015-12-01,30.2881820679
807,2015-12-01,50.8393562317
808,2015-12-01,222.28585205
809,2015-12-01,42.1376869202
810,2015-12-01,171.44564209
811,2015-12-01,720.706494141
812,2015-12-01,36.7484962463
813,2015-12-01,116.945770264
814,2015-12-01,109.54536438
815,2015-12-01,205.546237183
816,2015-12-01,191.184609986
817,2015-12-01,96.2118255615
818,2015-12-01,130.517721557
819,2015-12-01,43.4936637878
820,2015-12-01,158.430245971
821,2015-12-01,131.282740784
822,2015-12-01,144.304116822
823,2015-12-01,48.1735366821
824,2015-12-01,122.152359009
825,2015-12-01,79.5994186401
826,2015-12-01,108.371786499
827,2015-12-01,152.680685425
828,2015-12-01,263.952563476
829,2015-12-01,85.0583770752
830,2015-12-01,71.6552703857
831,2015-12-01,12.8345651626
832,2015-12-01,52.7407569886
833,2015-12-01,41.6183197021
834,2015-12-01,48.7303375244
835,2015-12-01,73.9253540039
836,2015-12-01,31.7160041809
837,2015-12-01,152.655343628
838,2015-12-01,151.654351806
839,2015-12-01,61.706477356
840,2015-12-01,292.136035157
841,2015-12-01,186.976281739
842,2015-12-01,82.6648925782
843,2015-12-01,33.023664856
844,2015-12-01,57.9314598084
845,2015-12-01,46.02109375
846,2015-12-01,49.200402832
847,2015-12-01,50.3266395569
848,2015-12-01,65.6072631836
849,2015-12-01,47.0116615296
850,2015-12-01,33.3377662658
851,2015-12-01,34.779940033
852,2015-12-01,37.0872055054
853,2015-12-01,39.2603157043
854,2015-12-01,47.0641868592
855,2015-12-01,42.9300361634
856,2015-12-01,25.2370800019
857,2015-12-01,21.4279773712
858,2015-12-01,64.4727592468
859,2015-12-01,65.7731414795
860,2015-12-01,257.111691284
861,2015-12-01,70.3805938721
862,2015-12-01,35.5533233642
863,2015-12-01,241.128103637
864,2015-12-01,102.73228302
865,2015-12-01,252.055084229
866,2015-12-01,142.33807373
867,2015-12-01,96.0994430542
868,2015-12-01,80.6068878174
869,2015-12-01,121.589494323
870,2015-12-01,124.386013794
871,2015-12-01,26.6236362457
872,2015-12-01,152.761419678
873,2015-12-01,64.9490539551
874,2015-12-01,68.3337066651
875,2015-12-01,129.156243897
876,2015-12-01,47.8519042969
877,2015-12-01,18.0168418885
878,2015-12-01,26.8249691009
879,2015-12-01,43.5904510498
880,2015-12-01,175.981173706
881,2015-12-01,48.5651054383
882,2015-12-01,73.2610427856
883,2015-12-01,91.9817718506
884,2015-12-01,68.0530059815
885,2015-12-01,93.3379653931
886,2015-12-01,37.060887909
887,2015-12-01,121.013002014
888,2015-12-01,150.655160522
889,2015-12-01,55.8692977905
890,2015-12-01,88.5715682984
891,2015-12-01,92.5143112183
892,2015-12-01,305.010620117
893,2015-12-01,42.7847137451
894,2015-12-01,38.0931083679
895,2015-12-01,212.020358276
896,2015-12-01,37.3461486816
897,2015-12-01,129.509684754
898,2015-12-01,111.113442993
899,2015-12-01,46.9727630615
900,2015-12-01,214.055526733
